ID,OriginalID,Timestamp,Trial,counterbalance,phase_type,description_stop,paired_vid,onset,offset,description_content,importance,time,tag,vidpath,Datastring,data_set
Drun2M02_024,debug0oLsp:debugscuZ6,1714491543510,33,0,test,6,12,460.0,490,"The man that is making the speech is Frank Abagnale, Sr. and he announces that he is proud of Robert Wagner, Jack Barnes, Frank's wife Paula, and his son Frank. Jr.\n\nFrank Sr. continues to give his speech about climbing out of butter.\n\nPeople stand up to applaud for Frank Sr.\n\nIn the midst of the applause, Frank Jr. hugs someone in the crowd.\n\nThere is then a shot of a car.\n\nThere is then a shot of a record playing.\n\nThere is then a shot of a plaque being put on a wall.\n\n",5,182580,test_seg12_desc,/static/video/A/filmfest_clip2_A_11.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip2_A_11.mp4"", ""descstop"": 6, ""vidpair"": 12, ""offset"": ""490"", ""content"": ""The man that is making the speech is Frank Abagnale, Sr. and he announces that he is proud of Robert Wagner, Jack Barnes, Frank's wife Paula, and his son Frank. Jr.\n\nFrank Sr. continues to give his speech about climbing out of butter.\n\nPeople stand up to applaud for Frank Sr.\n\nIn the midst of the applause, Frank Jr. hugs someone in the crowd.\n\nThere is then a shot of a car.\n\nThere is then a shot of a record playing.\n\nThere is then a shot of a plaque being put on a wall.\n\n"", ""importance"": ""5"", ""time"": 182580, ""tag"": ""test_seg12_desc""}",2023-2024 Run
Drun2M02_024,debug0oLsp:debugscuZ6,1714492070713,36,0,test,7,14,550.0,580,"Frank Jr. is dancing with his mother while Frank Sr. is telling old war stories while \Embraceable You\ by Judy Garland is playing on the record player.\n\nFrank Jr's mother spills some wine on the carpet and Frank Jr. quickly rushes to go finding something to clean it up with.\n\nFrank sr. starts dancing with his wife and as Frank jr. comes back into the room with the cleaning solvent, he just stops and stares at them.",5,217313,test_seg14_desc,/static/video/A/filmfest_clip2_A_13.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip2_A_13.mp4"", ""descstop"": 7, ""vidpair"": 14, ""offset"": ""580"", ""content"": ""Frank Jr. is dancing with his mother while Frank Sr. is telling old war stories while \""Embraceable You\"" by Judy Garland is playing on the record player.\n\nFrank Jr's mother spills some wine on the carpet and Frank Jr. quickly rushes to go finding something to clean it up with.\n\nFrank sr. starts dancing with his wife and as Frank jr. comes back into the room with the cleaning solvent, he just stops and stares at them."", ""importance"": ""5"", ""time"": 217313, ""tag"": ""test_seg14_desc""}",2023-2024 Run
Drun2M02_024,debug0oLsp:debugscuZ6,1714492402005,39,0,test,8,16,640.0,664,"There is a scene where Frank Sr. bursts into Frank Jr's room in the middle of the morning and wakes him up and tells him that he doesn't have to go to school that day and that he needs a black suit.\n\nThen there is a scene where Frank sr and Frank Jr. are at a clothing store and they ask the woman(whose name is darcy) for a suit.\n\nDarcy tells them that the store is closed and even if it wasn't, they don't loan suits out.\n\nFrank Sr. then pulls a chain out of his pocket and asks Darcy if it is hers.",3,141476,test_seg16_desc,/static/video/A/filmfest_clip2_A_15.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip2_A_15.mp4"", ""descstop"": 8, ""vidpair"": 16, ""offset"": ""664"", ""content"": ""There is a scene where Frank Sr. bursts into Frank Jr's room in the middle of the morning and wakes him up and tells him that he doesn't have to go to school that day and that he needs a black suit.\n\nThen there is a scene where Frank sr and Frank Jr. are at a clothing store and they ask the woman(whose name is darcy) for a suit.\n\nDarcy tells them that the store is closed and even if it wasn't, they don't loan suits out.\n\nFrank Sr. then pulls a chain out of his pocket and asks Darcy if it is hers."", ""importance"": ""3"", ""time"": 141476, ""tag"": ""test_seg16_desc""}",2023-2024 Run
Drun2M02_1901,debugpbA9m:debugKoIrO,1701961467738,14,2,test,1,2,30.0,60,Three men are lined up on the tv show. A narrator or presenter is describing the crimes committed by the con man who could be one of those three men. ,3,104244,test_seg2_desc,/static/video/C/filmfest_clip2_C_1.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""60"", ""content"": ""Three men are lined up on the tv show. A narrator or presenter is describing the crimes committed by the con man who could be one of those three men. "", ""importance"": ""3"", ""time"": 104244, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M02_1901,debugpbA9m:debugKoIrO,1701961657927,17,2,test,2,4,120.0,150,There is a man in a dark coat and hat arguing with what look like prison guards. He is saying he has orders from the president of the United States. The scene then cuts to the man being led down a corridor by one of the guards. ,3,83883,test_seg4_desc,/static/video/C/filmfest_clip2_C_3.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""150"", ""content"": ""There is a man in a dark coat and hat arguing with what look like prison guards. He is saying he has orders from the president of the United States. The scene then cuts to the man being led down a corridor by one of the guards. "", ""importance"": ""3"", ""time"": 83883, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M02_1901,debugpbA9m:debugKoIrO,1701961824197,20,2,test,3,6,210.0,240,A man is reading out the rights to the man in prison. The man behind the door in the prison room is coughing a lot and falls down. ,5,59529,test_seg6_desc,/static/video/C/filmfest_clip2_C_5.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""240"", ""content"": ""A man is reading out the rights to the man in prison. The man behind the door in the prison room is coughing a lot and falls down. "", ""importance"": ""5"", ""time"": 59529, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M02_1901,debugpbA9m:debugKoIrO,1701962037239,23,2,test,4,8,300.0,330,"The prisoner is on his hands and knees crawling along a corridor. The prisoners in their cells are cheering and clattering metal objects against their prison rails. Several prison guards are behind the crawling man and are walking towards him. One guard gets near him and points his gun at his head, leading the prison owner to stop crawling.",7,104512,test_seg8_desc,/static/video/C/filmfest_clip2_C_7.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""330"", ""content"": ""The prisoner is on his hands and knees crawling along a corridor. The prisoners in their cells are cheering and clattering metal objects against their prison rails. Several prison guards are behind the crawling man and are walking towards him. One guard gets near him and points his gun at his head, leading the prison owner to stop crawling."", ""importance"": ""7"", ""time"": 104512, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M02_1901,debugpbA9m:debugKoIrO,1701962193046,26,2,test,5,10,390.0,420,A man gets on to a stage to accept an award. He stands at a podium and gives his thanks to certain people. ,2,51115,test_seg10_desc,/static/video/C/filmfest_clip2_C_9.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_9.mp4"", ""descstop"": 5, ""vidpair"": 10, ""offset"": ""420"", ""content"": ""A man gets on to a stage to accept an award. He stands at a podium and gives his thanks to certain people. "", ""importance"": ""2"", ""time"": 51115, ""tag"": ""test_seg10_desc""}",2023-2024 Run
Drun2M02_1901,debugpbA9m:debugKoIrO,1701962377562,29,2,test,6,12,480.0,510,The scene shows a house with a car outside. The scene cuts to inside the house and a man is talking whilst hanging a picture frame of an award. Music is playing in the background from a record player. Frank and his mum are dancing whilst the father continues to talk. ,1,80274,test_seg12_desc,/static/video/C/filmfest_clip2_C_11.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_11.mp4"", ""descstop"": 6, ""vidpair"": 12, ""offset"": ""510"", ""content"": ""The scene shows a house with a car outside. The scene cuts to inside the house and a man is talking whilst hanging a picture frame of an award. Music is playing in the background from a record player. Frank and his mum are dancing whilst the father continues to talk. "", ""importance"": ""1"", ""time"": 80274, ""tag"": ""test_seg12_desc""}",2023-2024 Run
Drun2M02_1901,debugpbA9m:debugKoIrO,1701962565101,32,2,test,7,14,570.0,600,Frank and his wife are dancing and you can see red spilled wine on the rug. The scene then changes to franks father coming into his room and telling him he needs to wake up. ,4,58567,test_seg14_desc,/static/video/C/filmfest_clip2_C_13.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_13.mp4"", ""descstop"": 7, ""vidpair"": 14, ""offset"": ""600"", ""content"": ""Frank and his wife are dancing and you can see red spilled wine on the rug. The scene then changes to franks father coming into his room and telling him he needs to wake up. "", ""importance"": ""4"", ""time"": 58567, ""tag"": ""test_seg14_desc""}",2023-2024 Run
Drun2M02_1901,debugpbA9m:debugKoIrO,1701962667372,35,2,test,8,16,660.0,664,A man says it must have slipped right off your neck through some bars and smiles.,4,23347,test_seg16_desc,/static/video/C/filmfest_clip2_C_15.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_15.mp4"", ""descstop"": 8, ""vidpair"": 16, ""offset"": ""664"", ""content"": ""A man says it must have slipped right off your neck through some bars and smiles."", ""importance"": ""4"", ""time"": 23347, ""tag"": ""test_seg16_desc""}",2023-2024 Run
Drun2M02_205,debug5e5CF:debugD7Kgi,1701961718124,12,1,test,1,2,20.0,50,The three men are dressed are airline pilots and they are all claiming that they flew planes for PAN-AM for three years in the 1960s. During this time they also worked as a hospital doctor.,5,54544,test_seg2_desc,/static/video/B/filmfest_clip2_B_1.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""50"", ""content"": ""The three men are dressed are airline pilots and they are all claiming that they flew planes for PAN-AM for three years in the 1960s. During this time they also worked as a hospital doctor."", ""importance"": ""5"", ""time"": 54544, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M02_205,debug5e5CF:debugD7Kgi,1701961890908,15,1,test,2,4,110.0,140,"We saw a detective or police office called Karl trying to explain to some French officials that he has the authority to meet this prisoner in one of their jails. We see him being allowed in, he peeks through the window and then the door of the cell is opened.",6,69095,test_seg4_desc,/static/video/B/filmfest_clip2_B_3.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""140"", ""content"": ""We saw a detective or police office called Karl trying to explain to some French officials that he has the authority to meet this prisoner in one of their jails. We see him being allowed in, he peeks through the window and then the door of the cell is opened."", ""importance"": ""6"", ""time"": 69095, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M02_205,debug5e5CF:debugD7Kgi,1701962089475,18,1,test,3,6,200.0,230,The official or officer sits outside the cell and speaks to the prisoner through the grille. He has to put up an umbrella because the roof is leaking. He starts to read out some information to the prisoner Franks about the European Court of Human Rights. Frank is coughing badly all the time. The official tells him to stop and that we won't fool him with his couging fits.,6,94410,test_seg6_desc,/static/video/B/filmfest_clip2_B_5.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""230"", ""content"": ""The official or officer sits outside the cell and speaks to the prisoner through the grille. He has to put up an umbrella because the roof is leaking. He starts to read out some information to the prisoner Franks about the European Court of Human Rights. Frank is coughing badly all the time. The official tells him to stop and that we won't fool him with his couging fits."", ""importance"": ""6"", ""time"": 94410, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M02_205,debug5e5CF:debugD7Kgi,1701962339376,21,1,test,4,8,290.0,320,"The official starts arguing with the french prison guards about getting a doctor for Frank, who is on a hospital bed behind some curtains. The official says if Frank dies he will blame the prison guard for this. The prison official opens the curtains and Frank has vanished. They immediately chase after him. We see a scene of Frank walking through a corridor of the prison, all the inmates are looking at him from a cage, banging spoons and shouting. Frank is weak and falls on the floor, the officials catch up with him when he drops.",6,145996,test_seg8_desc,/static/video/B/filmfest_clip2_B_7.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""320"", ""content"": ""The official starts arguing with the french prison guards about getting a doctor for Frank, who is on a hospital bed behind some curtains. The official says if Frank dies he will blame the prison guard for this. The prison official opens the curtains and Frank has vanished. They immediately chase after him. We see a scene of Frank walking through a corridor of the prison, all the inmates are looking at him from a cage, banging spoons and shouting. Frank is weak and falls on the floor, the officials catch up with him when he drops."", ""importance"": ""6"", ""time"": 145996, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M02_205,debug5e5CF:debugD7Kgi,1701962498073,24,1,test,5,10,380.0,410,Frank is at an awards ceremony six years earlier in New York. He has won an award and we see him walk up to the stage to collect it. He starts to make a speech.,6,54088,test_seg10_desc,/static/video/B/filmfest_clip2_B_9.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_9.mp4"", ""descstop"": 5, ""vidpair"": 10, ""offset"": ""410"", ""content"": ""Frank is at an awards ceremony six years earlier in New York. He has won an award and we see him walk up to the stage to collect it. He starts to make a speech."", ""importance"": ""6"", ""time"": 54088, ""tag"": ""test_seg10_desc""}",2023-2024 Run
Drun2M02_205,debug5e5CF:debugD7Kgi,1701962737023,27,1,test,6,12,470.0,500,"We see rapturous applause for Frank senior at the awards ceremony, then we cut to their home. Mrs Abagnale is dancing with Frank Jnr in the lounge and she comments that he is a better dancer than her husband. Frank senior places his award certifiicate in a frame on the wall. Then we see Frank Jnr dancing with his mother in front of the Christmas tree",5,116411,test_seg12_desc,/static/video/B/filmfest_clip2_B_11.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_11.mp4"", ""descstop"": 6, ""vidpair"": 12, ""offset"": ""500"", ""content"": ""We see rapturous applause for Frank senior at the awards ceremony, then we cut to their home. Mrs Abagnale is dancing with Frank Jnr in the lounge and she comments that he is a better dancer than her husband. Frank senior places his award certifiicate in a frame on the wall. Then we see Frank Jnr dancing with his mother in front of the Christmas tree"", ""importance"": ""5"", ""time"": 116411, ""tag"": ""test_seg12_desc""}",2023-2024 Run
Drun2M02_205,debug5e5CF:debugD7Kgi,1701962964075,30,1,test,7,14,560.0,590,"Mrs Abagnale spills red wine on the floor as she is dancing around and asks Frank jnr to go get a cloth to clean it up. He leaves the room and then she starts to dance with her husband. Frank jnr returns to the rooms and watches them dance admiringly. Then we cut to a scene where Frank senior is bursting into Frank junior's bedroom, he is asleep. Frank senior shakes him and tells him to wake up.",5,108795,test_seg14_desc,/static/video/B/filmfest_clip2_B_13.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_13.mp4"", ""descstop"": 7, ""vidpair"": 14, ""offset"": ""590"", ""content"": ""Mrs Abagnale spills red wine on the floor as she is dancing around and asks Frank jnr to go get a cloth to clean it up. He leaves the room and then she starts to dance with her husband. Frank jnr returns to the rooms and watches them dance admiringly. Then we cut to a scene where Frank senior is bursting into Frank junior's bedroom, he is asleep. Frank senior shakes him and tells him to wake up."", ""importance"": ""5"", ""time"": 108795, ""tag"": ""test_seg14_desc""}",2023-2024 Run
Drun2M02_205,debug5e5CF:debugD7Kgi,1701963210675,33,1,test,8,16,650.0,664,Frank senior dangles a gold necklace and asks the sales assistant Darcey if if belongs to her. She sees it and seems to recognise it. Frank explains he found it in the parking lot and says \it must have slipped right off your neck\,6,76129,test_seg16_desc,/static/video/B/filmfest_clip2_B_15.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip2_B_15.mp4"", ""descstop"": 8, ""vidpair"": 16, ""offset"": ""664"", ""content"": ""Frank senior dangles a gold necklace and asks the sales assistant Darcey if if belongs to her. She sees it and seems to recognise it. Frank explains he found it in the parking lot and says \""it must have slipped right off your neck\"""", ""importance"": ""6"", ""time"": 76129, ""tag"": ""test_seg16_desc""}",2023-2024 Run
Drun2M02_1380,debugbXaPD:debugJr7Xy,1701961851152,12,0,test,1,2,10.0,40,Three people came out from behind the screen and they each said in turn they were frank william abignail. The presenter then said that from 1964 to 1967 the person they are succesfully impersonated a pan am pilot and flew 2 million miles.,5,138164,test_seg2_desc,/static/video/A/filmfest_clip2_A_1.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip2_A_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""40"", ""content"": ""Three people came out from behind the screen and they each said in turn they were frank william abignail. The presenter then said that from 1964 to 1967 the person they are succesfully impersonated a pan am pilot and flew 2 million miles."", ""importance"": ""5"", ""time"": 138164, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M02_1380,debugbXaPD:debugJr7Xy,1701962183826,15,0,test,2,4,100.0,130,he said he was caught by carl henretty and then it cut to the said person explaining toa policeman that he was carl henretty and he was an fbi agent who needed to speak to the president about abignail. Then it came up with the description christmas eve 1969 in marsaille,5,135912,test_seg4_desc,/static/video/A/filmfest_clip2_A_3.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip2_A_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""130"", ""content"": ""he said he was caught by carl henretty and then it cut to the said person explaining toa policeman that he was carl henretty and he was an fbi agent who needed to speak to the president about abignail. Then it came up with the description christmas eve 1969 in marsaille"", ""importance"": ""5"", ""time"": 135912, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M02_1380,debugbXaPD:debugJr7Xy,1701962368014,18,0,test,3,6,190.0,220,"the fbi agent is looking thrugh the vent at the prisoner, who is coughing badly in a old blanket. The fbi agent starts to talk about human right violations.",3,76800,test_seg6_desc,/static/video/A/filmfest_clip2_A_5.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip2_A_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""220"", ""content"": ""the fbi agent is looking thrugh the vent at the prisoner, who is coughing badly in a old blanket. The fbi agent starts to talk about human right violations."", ""importance"": ""3"", ""time"": 76800, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M02_1380,debugbXaPD:debugJr7Xy,1701962633269,21,0,test,4,8,280.0,310,They took frank the prisoner to the doctors ward where the guards said he will be seen in the moning. The fbi agent said to frank he will be going home in the morning. he then said to the guard he needs to take frank on a flight to america tomorow. then the guard and the fbi agent notice the door is open and the guard checks the bed and frank the prisoner has gone and it cuts to frank coughing trying to run out of the prison.,6,154640,test_seg8_desc,/static/video/A/filmfest_clip2_A_7.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip2_A_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""310"", ""content"": ""They took frank the prisoner to the doctors ward where the guards said he will be seen in the moning. The fbi agent said to frank he will be going home in the morning. he then said to the guard he needs to take frank on a flight to america tomorow. then the guard and the fbi agent notice the door is open and the guard checks the bed and frank the prisoner has gone and it cuts to frank coughing trying to run out of the prison."", ""importance"": ""6"", ""time"": 154640, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M02_1380,debugbXaPD:debugJr7Xy,1701962914636,24,0,test,5,10,370.0,400,at the awards ceremony the person was detailing who he was going to give the award to and we saw the prisoner sat at a table pulling a label of a bottle whilst an older man next to him was listening to the man stood up who then said the award goes to frank henry abignail and the older man stands up and heads to the podium to get his award.,5,134916,test_seg10_desc,/static/video/A/filmfest_clip2_A_9.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip2_A_9.mp4"", ""descstop"": 5, ""vidpair"": 10, ""offset"": ""400"", ""content"": ""at the awards ceremony the person was detailing who he was going to give the award to and we saw the prisoner sat at a table pulling a label of a bottle whilst an older man next to him was listening to the man stood up who then said the award goes to frank henry abignail and the older man stands up and heads to the podium to get his award."", ""importance"": ""5"", ""time"": 134916, ""tag"": ""test_seg10_desc""}",2023-2024 Run
Drun2M02_1380,debugbXaPD:debugJr7Xy,1701963159354,27,0,test,6,12,460.0,490,he finished his speech and then they cut back to the family at there own home with a record playing music and the mum saying you dance better than your father.,3,84376,test_seg12_desc,/static/video/A/filmfest_clip2_A_11.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip2_A_11.mp4"", ""descstop"": 6, ""vidpair"": 12, ""offset"": ""490"", ""content"": ""he finished his speech and then they cut back to the family at there own home with a record playing music and the mum saying you dance better than your father."", ""importance"": ""3"", ""time"": 84376, ""tag"": ""test_seg12_desc""}",2023-2024 Run
Drun2M02_1380,debugbXaPD:debugJr7Xy,1701963352419,30,0,test,7,14,550.0,580,frank junior went to get a towel and frank snr said dont worry to his wife dance with me and they start dancing. Frank jnr comes back with a towel and what looks like milk in a glass and the mum says when i dance with you i get in trouble.,3,87582,test_seg14_desc,/static/video/A/filmfest_clip2_A_13.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip2_A_13.mp4"", ""descstop"": 7, ""vidpair"": 14, ""offset"": ""580"", ""content"": ""frank junior went to get a towel and frank snr said dont worry to his wife dance with me and they start dancing. Frank jnr comes back with a towel and what looks like milk in a glass and the mum says when i dance with you i get in trouble."", ""importance"": ""3"", ""time"": 87582, ""tag"": ""test_seg14_desc""}",2023-2024 Run
Drun2M02_1380,debugbXaPD:debugJr7Xy,1701963598679,33,0,test,8,16,640.0,664,"Darcy the store person says they dont open for half an hour or loan suits, Then frank snr reveals a necklace and says is this yours darcy i found it out there on the road it must have just slipped off your neck.",5,102422,test_seg16_desc,/static/video/A/filmfest_clip2_A_15.mp4,"{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/A/filmfest_clip2_A_15.mp4"", ""descstop"": 8, ""vidpair"": 16, ""offset"": ""664"", ""content"": ""Darcy the store person says they dont open for half an hour or loan suits, Then frank snr reveals a necklace and says is this yours darcy i found it out there on the road it must have just slipped off your neck."", ""importance"": ""5"", ""time"": 102422, ""tag"": ""test_seg16_desc""}",2023-2024 Run
Drun2M02_2079,debugu51Lv:debugHvaGI,1701964348085,12,2,test,1,2,30.0,60,"The announcer was describing the history of the individual, which included a number of high level jobs like pilot, and lawyer. The camera panned over each individual whilst doing so.",2,55299,test_seg2_desc,/static/video/C/filmfest_clip2_C_1.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""60"", ""content"": ""The announcer was describing the history of the individual, which included a number of high level jobs like pilot, and lawyer. The camera panned over each individual whilst doing so."", ""importance"": ""2"", ""time"": 55299, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M02_2079,debugu51Lv:debugHvaGI,1701964494276,15,2,test,2,4,120.0,150,"Tom Hanks, who plays FBI agent Carl Hanready, is visiting a prison in Marsaille France to speak to a prisoner.",4,41621,test_seg4_desc,/static/video/C/filmfest_clip2_C_3.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""150"", ""content"": ""Tom Hanks, who plays FBI agent Carl Hanready, is visiting a prison in Marsaille France to speak to a prisoner."", ""importance"": ""4"", ""time"": 41621, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M02_2079,debugu51Lv:debugHvaGI,1701964709394,18,2,test,3,6,210.0,240,"Tom Hanks is reading some charges / information to Leonardo Di Carprios character, who is the prisoner. Leonardo seems unwell and is coughing a lot. He has just collasped on the floor.",5,68065,test_seg6_desc,/static/video/C/filmfest_clip2_C_5.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""240"", ""content"": ""Tom Hanks is reading some charges / information to Leonardo Di Carprios character, who is the prisoner. Leonardo seems unwell and is coughing a lot. He has just collasped on the floor."", ""importance"": ""5"", ""time"": 68065, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M02_2079,debugu51Lv:debugHvaGI,1701965077486,21,2,test,4,8,300.0,330,Lenardo (Frank) attempts an escape after being taken for medical treatment. He is crawling away through the prison and the other prisoners are starting to get excited (possible riot). The prison staff catch up to him and put a gun to his head,3,53502,test_seg8_desc,/static/video/C/filmfest_clip2_C_7.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""330"", ""content"": ""Lenardo (Frank) attempts an escape after being taken for medical treatment. He is crawling away through the prison and the other prisoners are starting to get excited (possible riot). The prison staff catch up to him and put a gun to his head"", ""importance"": ""3"", ""time"": 53502, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M02_2079,debugu51Lv:debugHvaGI,1701965322286,24,2,test,5,10,390.0,420,"It's 6 years earlier, we are watching an awards event featuring a number of important people, including the mayor.",2,44114,test_seg10_desc,/static/video/C/filmfest_clip2_C_9.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_9.mp4"", ""descstop"": 5, ""vidpair"": 10, ""offset"": ""420"", ""content"": ""It's 6 years earlier, we are watching an awards event featuring a number of important people, including the mayor."", ""importance"": ""2"", ""time"": 44114, ""tag"": ""test_seg10_desc""}",2023-2024 Run
Drun2M02_2079,debugu51Lv:debugHvaGI,1701965562864,27,2,test,6,12,480.0,510,"It is a flashback to Leonardos charaterrs Frank younger days, at home with his parents at Christmas time. He is dancing with his mother",1,47762,test_seg12_desc,/static/video/C/filmfest_clip2_C_11.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_11.mp4"", ""descstop"": 6, ""vidpair"": 12, ""offset"": ""510"", ""content"": ""It is a flashback to Leonardos charaterrs Frank younger days, at home with his parents at Christmas time. He is dancing with his mother"", ""importance"": ""1"", ""time"": 47762, ""tag"": ""test_seg12_desc""}",2023-2024 Run
Drun2M02_2079,debugu51Lv:debugHvaGI,1701965806835,30,2,test,7,14,570.0,600,"Franks mum and dad are dancing, blood is seen dripping on the floor, I believe from the mother. If then cuts to Franks dad waking him up in the morning.",5,37447,test_seg14_desc,/static/video/C/filmfest_clip2_C_13.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_13.mp4"", ""descstop"": 7, ""vidpair"": 14, ""offset"": ""600"", ""content"": ""Franks mum and dad are dancing, blood is seen dripping on the floor, I believe from the mother. If then cuts to Franks dad waking him up in the morning."", ""importance"": ""5"", ""time"": 37447, ""tag"": ""test_seg14_desc""}",2023-2024 Run
Drun2M02_2079,debugu51Lv:debugHvaGI,1701965990210,33,2,test,8,16,660.0,664,Franks dad was talking to someone,1,11141,test_seg16_desc,/static/video/C/filmfest_clip2_C_15.mp4,"{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/C/filmfest_clip2_C_15.mp4"", ""descstop"": 8, ""vidpair"": 16, ""offset"": ""664"", ""content"": ""Franks dad was talking to someone"", ""importance"": ""1"", ""time"": 11141, ""tag"": ""test_seg16_desc""}",2023-2024 Run
